1651269612;869170034081928;33.52;40.47;53.344617;-6.254761
1651269615;869170034044249;31.83;35.5;53.931107;-6.41533
1651269618;869170033935751;36.55;44.28;53.321945;-6.267489
1651269620;869170034052879;33.13;38.16;53.369354;-6.25859
1651269622;869170034050550;33.72;40.6;53.320393;-6.307228
1651269624;869170033930711;32.25;39.15;53.34409;-6.272385
1651269625;869170033930471;34.48;42.02;53.31871;-6.321327
1651269628;869170034063280;36.99;45.76;53.387039;-6.258155
1651269628;869170033931073;34.93;42.95;53.390743;-6.264541
1651269629;869170033930547;36.28;44.32;53.306345;-6.197589
1651269633;869170034050733;22.19;24.32;53.405084;-6.221096
1651269641;869170034081928;34.58;42.22;53.344617;-6.254761
1651269645;869170034044249;39.42;49.25;53.93169;-6.41629
1651269649;869170034045121;34.49;42.46;53.391046;-6.168369
1651269650;869170033935751;37.49;46.11;53.321945;-6.267489
1651269656;869170034052879;32.3;37.1;53.369354;-6.25859
1651269656;869170033930711;32.3;36.61;53.34409;-6.272385
1651269657;869170034044249;41.08;50.75;53.931683;-6.416293
1651269660;869170034050550;32.85;38.05;53.320393;-6.307228
1651269660;869170033930471;34.53;42.13;53.31871;-6.321327
1651269661;869170034050733;23.62;25.95;53.405084;-6.221096
1651269661;869170034063280;37.12;46.2;53.387039;-6.258155
1651269664;869170033931073;34.2;39.73;53.390743;-6.264541
1651269664;869170033930547;36.14;43.27;53.306345;-6.197589
1651269668;869170034044249;38.25;48.83;53.931672;-6.416305
1651269679;869170034044249;36.92;44.5;53.931665;-6.416323
1651269684;869170034045121;34.35;40.92;53.391046;-6.168369
1651269684;869170033935751;36.58;45.38;53.321945;-6.267489
1651269687;869170034052879;32.05;36.92;53.369354;-6.25859
1651269690;869170033930711;32.71;38.81;53.34409;-6.272385
1651269691;869170034044249;36.0;41.33;53.931658;-6.416328
1651269695;869170034063280;37.33;46.23;53.387039;-6.258155
1651269696;869170034050550;35.12;43.01;53.320393;-6.307228
1651269696;869170034050733;23.47;24.47;53.405084;-6.221096
1651269697;869170033930471;35.26;42.45;53.31871;-6.321327
1651269700;869170034081928;34.68;41.48;53.344617;-6.254761
1651269702;869170033931073;34.45;41.05;53.390743;-6.264541
1651269717;869170034045121;34.51;42.18;53.391046;-6.168369
1651269720;869170033935751;37.17;45.33;53.321945;-6.267489
1651269721;869170033930547;37.23;44.67;53.306345;-6.197589
1651269721;869170034044249;35.42;42.17;53.931663;-6.416338
1651269722;869170033930711;32.7;37.88;53.34409;-6.272385
1651269730;869170033930471;32.69;39.16;53.31871;-6.321327
1651269730;869170034050550;32.65;39.68;53.320393;-6.307228
1651269733;869170034044249;36.08;47.17;53.931685;-6.416337
1651269734;869170034081928;34.14;41.6;53.344617;-6.254761
1651269734;869170034050733;23.51;25.49;53.405084;-6.221096
1651269741;869170034052879;31.79;37.14;53.369354;-6.25859
1651269745;869170034044249;33.75;39.92;53.931697;-6.416312
1651269750;869170034063280;38.43;47.79;53.387039;-6.258155
1651269753;869170034045121;32.72;38.95;53.391046;-6.168369
1651269754;869170033930547;35.9;44.03;53.306345;-6.197589
1651269756;869170034044249;35.67;42.5;53.931717;-6.416298
1651269758;869170033935751;35.93;43.95;53.321945;-6.267489
1651269761;869170033931073;34.2;40.33;53.390743;-6.264541
1651269763;869170033930471;34.06;40.84;53.31871;-6.321327
1651269766;869170034050550;33.1;41.08;53.320393;-6.307228
1651269768;869170034081928;34.68;41.53;53.344617;-6.254761
1651269768;869170034044249;32.92;37.75;53.931717;-6.416297
1651269770;869170034050733;23.7;25.32;53.405084;-6.221096
1651269774;869170034052879;32.51;38.54;53.369354;-6.25859
1651269784;869170033930711;33.08;38.98;53.34409;-6.272385
1651269788;869170034063280;39.7;49.5;53.387039;-6.258155
1651269789;869170034045121;32.2;39.22;53.391046;-6.168369
1651269793;869170033931073;33.68;39.2;53.390743;-6.264541
1651269795;869170033930547;37.72;45.88;53.306345;-6.197589
1651269796;869170034044249;31.67;40.67;53.931918;-6.41637
1651269805;869170034081928;32.9;40.69;53.344617;-6.254761
1651269808;869170034044249;39.83;49.33;53.932375;-6.416292
1651269810;869170034052879;33.28;38.97;53.369354;-6.25859
1651269814;869170033935751;38.08;47.25;53.321945;-6.267489
1651269820;869170034044249;41.5;52.75;53.932402;-6.415095
1651269820;869170033930711;31.8;36.6;53.34409;-6.272385
1651269824;869170034063280;39.63;49.92;53.387039;-6.258155
1651269824;869170034050550;33.58;40.2;53.320393;-6.307228
1651269825;869170033930471;34.87;42.18;53.31871;-6.321327
1651269827;869170033931073;33.72;41.07;53.390743;-6.264541
1651269829;869170034050733;21.83;24.05;53.405084;-6.221096
1651269830;869170033930547;36.86;43.9;53.306345;-6.197589
1651269832;869170034044249;39.25;48.25;53.933777;-6.41484
1651269841;869170034081928;34.5;41.87;53.344617;-6.254761
1651269842;869170034052879;33.84;40.17;53.369354;-6.25859
1651269843;869170034044249;31.5;36.58;53.935892;-6.415547
1651269847;869170034045121;32.22;39.7;53.391046;-6.168369
1651269850;869170033935751;37.65;45.8;53.321945;-6.267489
1651269856;869170033930711;32.63;37.57;53.34409;-6.272385
1651269857;869170034050550;31.95;37.97;53.320393;-6.307228
1651269860;869170033930471;34.54;42.19;53.31871;-6.321327
1651269860;869170034063280;37.82;46.33;53.387039;-6.258155
1651269864;869170034050733;23.68;26.38;53.405084;-6.221096
1651269864;869170033931073;34.17;40.77;53.390743;-6.264541
1651269866;869170033930547;35.57;41.02;53.306345;-6.197589
1651269872;869170034044249;31.0;40.67;53.94271;-6.41799
